series_id,label,title,units,frequency,date,value,retrieved
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2016-01-01,335.765,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2016-04-01,343.319,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2016-07-01,351.724,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2016-10-01,360.832,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2017-01-01,369.359,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2017-04-01,378.807,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2017-07-01,387.227,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2017-10-01,396.389,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2018-01-01,406.838,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2018-04-01,419.506,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2018-07-01,428.905,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2018-10-01,435.859,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2019-01-01,433.21,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2019-04-01,442.637,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2019-07-01,451.805,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2019-10-01,461.752,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2020-01-01,472.588,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2020-04-01,470.088,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2020-07-01,475.41,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2020-10-01,494.712,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2021-01-01,510.612,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2021-04-01,528.315,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2021-07-01,539.449,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2021-10-01,554.153,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2022-01-01,575.858,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2022-04-01,595.628,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2022-07-01,611.122,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2022-10-01,621.515,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2023-01-01,636.09,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2023-04-01,638.386,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2023-07-01,645.436,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2023-10-01,658.537,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2024-01-01,671.394,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2024-04-01,687.423,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2024-07-01,702.928,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2024-10-01,710.239,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2025-01-01,726.021,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2025-04-01,745.934,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2025-07-01,765.536,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2025-10-01,781.603,2026-05-15
B985RC1Q027SBEA,fixed_invest_software,Private fixed investment: Nonresidential: Intellectual property products: Software,Bil. of $,Q,2026-01-01,797.188,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1947-01-01,243.164,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1947-04-01,245.968,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1947-07-01,249.585,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1947-10-01,259.745,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1948-01-01,265.742,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1948-04-01,272.567,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1948-07-01,279.196,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1948-10-01,280.366,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1949-01-01,275.034,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1949-04-01,271.351,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1949-07-01,272.889,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1949-10-01,270.627,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1950-01-01,280.828,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1950-04-01,290.383,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1950-07-01,308.153,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1950-10-01,319.945,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1951-01-01,336.0,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1951-04-01,344.09,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1951-07-01,351.385,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1951-10-01,356.178,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1952-01-01,359.82,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1952-04-01,361.03,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1952-07-01,367.701,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1952-10-01,380.812,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1953-01-01,387.98,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1953-04-01,391.749,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1953-07-01,391.171,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1953-10-01,385.97,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1954-01-01,385.345,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1954-04-01,386.121,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1954-07-01,390.996,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1954-10-01,399.734,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1955-01-01,413.073,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1955-04-01,421.532,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1955-07-01,430.221,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1955-10-01,437.092,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1956-01-01,439.746,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1956-04-01,446.01,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1956-07-01,451.191,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1956-10-01,460.463,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1957-01-01,469.779,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1957-04-01,472.025,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1957-07-01,479.49,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1957-10-01,474.864,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1958-01-01,467.54,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1958-04-01,471.978,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1958-07-01,485.841,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1958-10-01,499.555,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1959-01-01,510.33,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1959-04-01,522.653,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1959-07-01,525.034,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1959-10-01,528.6,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1960-01-01,542.648,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1960-04-01,541.08,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1960-07-01,545.604,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1960-10-01,540.197,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1961-01-01,545.018,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1961-04-01,555.545,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1961-07-01,567.664,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1961-10-01,580.612,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1962-01-01,594.013,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1962-04-01,600.366,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1962-07-01,609.027,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1962-10-01,612.28,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1963-01-01,621.672,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1963-04-01,629.752,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1963-07-01,644.444,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1963-10-01,653.938,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1964-01-01,669.822,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1964-04-01,678.674,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1964-07-01,692.031,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1964-10-01,697.319,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1965-01-01,717.79,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1965-04-01,730.191,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1965-07-01,749.323,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1965-10-01,771.857,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1966-01-01,795.734,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1966-04-01,804.981,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1966-07-01,819.638,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1966-10-01,833.302,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1967-01-01,844.17,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1967-04-01,848.983,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1967-07-01,865.233,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1967-10-01,881.439,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1968-01-01,909.387,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1968-04-01,934.344,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1968-07-01,950.825,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1968-10-01,968.03,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1969-01-01,993.337,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1969-04-01,1009.02,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1969-07-01,1029.956,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1969-10-01,1038.147,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1970-01-01,1051.2,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1970-04-01,1067.375,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1970-07-01,1086.059,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1970-10-01,1088.608,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1971-01-01,1135.156,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1971-04-01,1156.271,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1971-07-01,1177.675,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1971-10-01,1190.297,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1972-01-01,1230.609,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1972-04-01,1266.369,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1972-07-01,1290.566,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1972-10-01,1328.904,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1973-01-01,1377.49,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1973-04-01,1413.887,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1973-07-01,1433.838,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1973-10-01,1476.289,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1974-01-01,1491.209,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1974-04-01,1530.056,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1974-07-01,1560.026,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1974-10-01,1599.679,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1975-01-01,1616.116,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1975-04-01,1651.853,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1975-07-01,1709.82,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1975-10-01,1761.831,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1976-01-01,1820.487,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1976-04-01,1852.332,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1976-07-01,1886.558,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1976-10-01,1934.273,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1977-01-01,1988.648,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1977-04-01,2055.909,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1977-07-01,2118.473,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1977-10-01,2164.27,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1978-01-01,2202.76,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1978-04-01,2331.633,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1978-07-01,2395.053,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1978-10-01,2476.949,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1979-01-01,2526.61,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1979-04-01,2591.247,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1979-07-01,2667.565,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1979-10-01,2723.883,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1980-01-01,2789.842,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1980-04-01,2797.352,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1980-07-01,2856.483,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1980-10-01,2985.557,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1981-01-01,3124.206,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1981-04-01,3162.532,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1981-07-01,3260.609,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1981-10-01,3280.818,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1982-01-01,3274.302,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1982-04-01,3331.972,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1982-07-01,3366.322,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1982-10-01,3402.561,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1983-01-01,3473.413,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1983-04-01,3578.848,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1983-07-01,3689.179,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1983-10-01,3794.706,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1984-01-01,3908.054,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1984-04-01,4009.601,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1984-07-01,4084.25,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1984-10-01,4148.551,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1985-01-01,4230.168,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1985-04-01,4294.887,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1985-07-01,4386.773,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1985-10-01,4444.094,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1986-01-01,4507.894,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1986-04-01,4545.34,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1986-07-01,4607.669,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1986-10-01,4657.627,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1987-01-01,4722.156,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1987-04-01,4806.16,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1987-07-01,4884.555,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1987-10-01,5007.994,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1988-01-01,5073.372,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1988-04-01,5190.036,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1988-07-01,5282.835,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1988-10-01,5399.509,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1989-01-01,5511.253,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1989-04-01,5612.463,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1989-07-01,5695.365,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1989-10-01,5747.237,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1990-01-01,5872.701,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1990-04-01,5960.028,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1990-07-01,6015.116,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1990-10-01,6004.733,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1991-01-01,6035.178,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1991-04-01,6126.862,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1991-07-01,6205.937,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1991-10-01,6264.54,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1992-01-01,6363.102,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1992-04-01,6470.763,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1992-07-01,6566.641,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1992-10-01,6680.803,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1993-01-01,6729.459,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1993-04-01,6808.939,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1993-07-01,6882.098,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1993-10-01,7013.738,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1994-01-01,7115.652,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1994-04-01,7246.931,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1994-07-01,7331.075,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1994-10-01,7455.288,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1995-01-01,7522.289,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1995-04-01,7580.997,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1995-07-01,7683.125,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1995-10-01,7772.586,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1996-01-01,7868.468,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1996-04-01,8032.84,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1996-07-01,8131.408,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1996-10-01,8259.771,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1997-01-01,8362.655,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1997-04-01,8518.825,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1997-07-01,8662.823,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1997-10-01,8765.907,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1998-01-01,8866.48,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1998-04-01,8969.699,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1998-07-01,9121.097,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1998-10-01,9293.991,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1999-01-01,9411.682,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1999-04-01,9526.21,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1999-07-01,9686.626,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,1999-10-01,9900.169,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,2000-01-01,10002.179,2026-05-15
GDP,gdp_nominal,Gross Domestic Product,Bil. of $,Q,2000-04-01,10247.72,2026-05-15
