year,stateid,state_name,sector,sales_twh,price_cents_per_kwh,retrieved
2018,KY,Kentucky,all sectors,76.61063597,8.52,2026-05-15
2019,KY,Kentucky,all sectors,75.345382,8.61,2026-05-15
2020,KY,Kentucky,all sectors,71.80039900999999,8.58,2026-05-15
2021,KY,Kentucky,all sectors,74.51698601999999,9.12,2026-05-15
2022,KY,Kentucky,all sectors,75.33874198999999,10.51,2026-05-15
2023,KY,Kentucky,all sectors,71.22302101,9.96,2026-05-15
2024,KY,Kentucky,all sectors,74.40587098,10.07,2026-05-15
2025,KY,Kentucky,all sectors,75.91901347000001,10.55,2026-05-15
2001,KY,Kentucky,residential,23.698316,5.58,2026-05-15
2002,KY,Kentucky,residential,25.347157,5.65,2026-05-15
2003,KY,Kentucky,residential,24.703645,5.81,2026-05-15
2004,KY,Kentucky,residential,25.186567999999998,6.11,2026-05-15
2005,KY,Kentucky,residential,26.947109,6.57,2026-05-15
2006,KY,Kentucky,residential,25.948878,7.02,2026-05-15
2007,KY,Kentucky,residential,28.003953000000003,7.34,2026-05-15
2008,KY,Kentucky,residential,27.56164101,7.94,2026-05-15
2009,KY,Kentucky,residential,26.56066899,8.37,2026-05-15
2010,KY,Kentucky,residential,29.13651799,8.57,2026-05-15
2011,KY,Kentucky,residential,27.197836,9.2,2026-05-15
2012,KY,Kentucky,residential,26.096706989999998,9.43,2026-05-15
2013,KY,Kentucky,residential,26.788097989999997,9.79,2026-05-15
2014,KY,Kentucky,residential,27.39976799,10.16,2026-05-15
2015,KY,Kentucky,residential,26.16809299,10.24,2026-05-15
2016,KY,Kentucky,residential,26.338436989999998,10.49,2026-05-15
2017,KY,Kentucky,residential,24.882581979999998,10.85,2026-05-15
2018,KY,Kentucky,residential,27.712721979999998,10.6,2026-05-15
2019,KY,Kentucky,residential,26.573076,10.8,2026-05-15
2020,KY,Kentucky,residential,25.935096010000002,10.87,2026-05-15
2021,KY,Kentucky,residential,26.434371,11.5,2026-05-15
2022,KY,Kentucky,residential,26.840185990000002,12.91,2026-05-15
2023,KY,Kentucky,residential,24.552708,12.65,2026-05-15
2024,KY,Kentucky,residential,26.08570899,12.79,2026-05-15
2025,KY,Kentucky,residential,27.23464721,13.24,2026-05-15
2001,LA,Louisiana,all sectors,74.692751,6.96,2026-05-15
2002,LA,Louisiana,all sectors,79.260989,5.99,2026-05-15
2003,LA,Louisiana,all sectors,77.769322,6.93,2026-05-15
2004,LA,Louisiana,all sectors,79.737112,7.13,2026-05-15
2005,LA,Louisiana,all sectors,77.38917,8.03,2026-05-15
2006,LA,Louisiana,all sectors,77.467748,8.3,2026-05-15
2007,LA,Louisiana,all sectors,79.56693700000001,8.39,2026-05-15
2008,LA,Louisiana,all sectors,78.72577399000001,9.44,2026-05-15
2009,LA,Louisiana,all sectors,78.66958199999999,7.06,2026-05-15
2010,LA,Louisiana,all sectors,85.07969198,7.8,2026-05-15
2011,LA,Louisiana,all sectors,86.36908100999999,7.68,2026-05-15
2012,LA,Louisiana,all sectors,84.730743,6.9,2026-05-15
2013,LA,Louisiana,all sectors,85.807932,8.04,2026-05-15
2014,LA,Louisiana,all sectors,90.62831600999999,8.09,2026-05-15
2015,LA,Louisiana,all sectors,91.67648901000001,7.65,2026-05-15
2016,LA,Louisiana,all sectors,91.452659,7.46,2026-05-15
2017,LA,Louisiana,all sectors,91.205935,7.79,2026-05-15
2018,LA,Louisiana,all sectors,94.18607201,7.71,2026-05-15
2019,LA,Louisiana,all sectors,93.12852501,7.71,2026-05-15
2020,LA,Louisiana,all sectors,89.12668501,7.51,2026-05-15
2021,LA,Louisiana,all sectors,90.81934600999999,8.82,2026-05-15
2022,LA,Louisiana,all sectors,95.13899799000001,10.41,2026-05-15
2023,LA,Louisiana,all sectors,95.37445701,8.91,2026-05-15
2024,LA,Louisiana,all sectors,95.35682898,8.8,2026-05-15
2025,LA,Louisiana,all sectors,98.07544534,9.5,2026-05-15
2001,LA,Louisiana,residential,25.800335,7.92,2026-05-15
2002,LA,Louisiana,residential,28.157092000000002,7.1,2026-05-15
2003,LA,Louisiana,residential,28.572305,7.84,2026-05-15
2004,LA,Louisiana,residential,28.862996,8.05,2026-05-15
2005,LA,Louisiana,residential,28.654170999999998,8.87,2026-05-15
2006,LA,Louisiana,residential,28.112801,9.14,2026-05-15
2007,LA,Louisiana,residential,28.877812000000002,9.37,2026-05-15
2008,LA,Louisiana,residential,28.848401999999997,10.28,2026-05-15
2009,LA,Louisiana,residential,29.746797989999997,8.1,2026-05-15
2010,LA,Louisiana,residential,32.678931,8.98,2026-05-15
2011,LA,Louisiana,residential,32.019040000000004,8.96,2026-05-15
2012,LA,Louisiana,residential,30.02658801,8.37,2026-05-15
2013,LA,Louisiana,residential,30.709206,9.43,2026-05-15
2014,LA,Louisiana,residential,31.40068301,9.57,2026-05-15
2015,LA,Louisiana,residential,31.545312999999997,9.33,2026-05-15
2016,LA,Louisiana,residential,30.650067,9.34,2026-05-15
2017,LA,Louisiana,residential,29.531959999999998,9.74,2026-05-15
2018,LA,Louisiana,residential,32.065538000000004,9.59,2026-05-15
2019,LA,Louisiana,residential,30.98602401,9.8,2026-05-15
2020,LA,Louisiana,residential,30.440746009999998,9.67,2026-05-15
2021,LA,Louisiana,residential,30.40822401,11.02,2026-05-15
2022,LA,Louisiana,residential,31.444707989999998,12.93,2026-05-15
2023,LA,Louisiana,residential,31.74656999,11.55,2026-05-15
2024,LA,Louisiana,residential,30.97483999,11.73,2026-05-15
2025,LA,Louisiana,residential,31.83583094,12.57,2026-05-15
2001,MA,Massachusetts,all sectors,52.496075,11.55,2026-05-15
2002,MA,Massachusetts,all sectors,53.707536999999995,10.06,2026-05-15
2003,MA,Massachusetts,all sectors,55.514357000000004,10.56,2026-05-15
2004,MA,Massachusetts,all sectors,56.142019,10.77,2026-05-15
2005,MA,Massachusetts,all sectors,57.227588000000004,12.18,2026-05-15
2006,MA,Massachusetts,all sectors,55.850089999999994,15.45,2026-05-15
2007,MA,Massachusetts,all sectors,57.138822,15.16,2026-05-15
2008,MA,Massachusetts,all sectors,55.88410499,16.23,2026-05-15
2009,MA,Massachusetts,all sectors,54.359198,15.45,2026-05-15
2010,MA,Massachusetts,all sectors,57.123422,14.26,2026-05-15
2011,MA,Massachusetts,all sectors,55.569911999999995,14.11,2026-05-15
2012,MA,Massachusetts,all sectors,55.313324009999995,13.79,2026-05-15
2013,MA,Massachusetts,all sectors,55.26507402,14.51,2026-05-15
2014,MA,Massachusetts,all sectors,54.469292,15.35,2026-05-15
2015,MA,Massachusetts,all sectors,54.62108801,16.9,2026-05-15
2016,MA,Massachusetts,all sectors,53.475888,16.48,2026-05-15
2017,MA,Massachusetts,all sectors,52.51332101,17.12,2026-05-15
2018,MA,Massachusetts,all sectors,53.28502903,18.5,2026-05-15
2019,MA,Massachusetts,all sectors,51.33659799,18.4,2026-05-15
2020,MA,Massachusetts,all sectors,50.00934104,18.19,2026-05-15
2021,MA,Massachusetts,all sectors,50.79838799,19.06,2026-05-15
2022,MA,Massachusetts,all sectors,50.983440009999995,21.27,2026-05-15
2023,MA,Massachusetts,all sectors,50.01196399,23.21,2026-05-15
2024,MA,Massachusetts,all sectors,49.418574979999995,23.94,2026-05-15
2025,MA,Massachusetts,all sectors,51.74051545,25.56,2026-05-15
2001,MA,Massachusetts,residential,17.983531,12.47,2026-05-15
2002,MA,Massachusetts,residential,18.694666,10.93,2026-05-15
2003,MA,Massachusetts,residential,19.590791,11.6,2026-05-15
2004,MA,Massachusetts,residential,19.768528999999997,11.75,2026-05-15
2005,MA,Massachusetts,residential,20.539324,13.44,2026-05-15
2006,MA,Massachusetts,residential,19.62443,16.6,2026-05-15
2007,MA,Massachusetts,residential,20.137532999999998,16.23,2026-05-15
2008,MA,Massachusetts,residential,19.638491000000002,17.56,2026-05-15
2009,MA,Massachusetts,residential,19.47464701,16.87,2026-05-15
2010,MA,Massachusetts,residential,21.40900499,14.59,2026-05-15
2011,MA,Massachusetts,residential,20.472512,14.67,2026-05-15
2012,MA,Massachusetts,residential,20.313469,14.91,2026-05-15
2013,MA,Massachusetts,residential,20.727624,15.83,2026-05-15
2014,MA,Massachusetts,residential,20.07115999,17.39,2026-05-15
2015,MA,Massachusetts,residential,20.175317,19.83,2026-05-15
2016,MA,Massachusetts,residential,19.69289599,19.0,2026-05-15
2017,MA,Massachusetts,residential,19.337799,20.06,2026-05-15
2018,MA,Massachusetts,residential,20.28467401,21.61,2026-05-15
2019,MA,Massachusetts,residential,19.314571,21.92,2026-05-15
2020,MA,Massachusetts,residential,20.345178,21.97,2026-05-15
2021,MA,Massachusetts,residential,20.305269,22.89,2026-05-15
2022,MA,Massachusetts,residential,20.006891,25.97,2026-05-15
2023,MA,Massachusetts,residential,19.36582499,29.61,2026-05-15
2024,MA,Massachusetts,residential,19.99263499,29.35,2026-05-15
2025,MA,Massachusetts,residential,20.87153803,30.48,2026-05-15
2001,MD,Maryland,all sectors,61.64002,6.6,2026-05-15
2002,MD,Maryland,all sectors,68.379906,6.18,2026-05-15
2003,MD,Maryland,all sectors,71.258583,6.45,2026-05-15
2004,MD,Maryland,all sectors,66.8917,7.15,2026-05-15
2005,MD,Maryland,all sectors,68.36538499999999,8.13,2026-05-15
2006,MD,Maryland,all sectors,63.173142999999996,9.95,2026-05-15
2007,MD,Maryland,all sectors,65.39066,11.5,2026-05-15
2008,MD,Maryland,all sectors,63.32577699,13.01,2026-05-15
2009,MD,Maryland,all sectors,62.58914299999999,13.09,2026-05-15
2010,MD,Maryland,all sectors,65.335498,12.71,2026-05-15
2011,MD,Maryland,all sectors,63.599711000000006,11.93,2026-05-15
2012,MD,Maryland,all sectors,61.81355201,11.28,2026-05-15
2013,MD,Maryland,all sectors,61.899478,11.66,2026-05-15
2014,MD,Maryland,all sectors,61.68386901,12.1,2026-05-15
2015,MD,Maryland,all sectors,61.78171901,12.07,2026-05-15
2016,MD,Maryland,all sectors,61.353911010000004,12.21,2026-05-15
2017,MD,Maryland,all sectors,59.303885,11.98,2026-05-15
2018,MD,Maryland,all sectors,62.08645499,11.57,2026-05-15
2019,MD,Maryland,all sectors,60.720658,11.24,2026-05-15
2020,MD,Maryland,all sectors,57.62904001,11.15,2026-05-15
2021,MD,Maryland,all sectors,59.303974000000004,11.48,2026-05-15
2022,MD,Maryland,all sectors,59.68271901999999,13.32,2026-05-15
2023,MD,Maryland,all sectors,57.03308501,14.34,2026-05-15
2024,MD,Maryland,all sectors,59.018688000000004,15.04,2026-05-15
2025,MD,Maryland,all sectors,59.50267415,16.83,2026-05-15
2001,MD,Maryland,residential,24.294096,7.67,2026-05-15
2002,MD,Maryland,residential,25.489053,7.74,2026-05-15
2003,MD,Maryland,residential,26.671274,7.73,2026-05-15
2004,MD,Maryland,residential,27.951978,7.8,2026-05-15
2005,MD,Maryland,residential,28.439645,8.46,2026-05-15
2006,MD,Maryland,residential,26.905386,9.71,2026-05-15
2007,MD,Maryland,residential,28.194802,11.89,2026-05-15
2008,MD,Maryland,residential,27.144255,13.84,2026-05-15
2009,MD,Maryland,residential,26.944566,14.98,2026-05-15
2010,MD,Maryland,residential,28.934074,14.32,2026-05-15
2011,MD,Maryland,residential,27.295675,13.31,2026-05-15
2012,MD,Maryland,residential,26.67815801,12.84,2026-05-15
2013,MD,Maryland,residential,27.448366999999998,13.25,2026-05-15
2014,MD,Maryland,residential,27.48763301,13.63,2026-05-15
2015,MD,Maryland,residential,27.40333601,13.82,2026-05-15
2016,MD,Maryland,residential,27.316871019999997,14.23,2026-05-15
2017,MD,Maryland,residential,26.084176,13.96,2026-05-15
2018,MD,Maryland,residential,28.138474,13.3,2026-05-15
2019,MD,Maryland,residential,27.53369299,13.12,2026-05-15
2020,MD,Maryland,residential,27.306375,13.01,2026-05-15
2021,MD,Maryland,residential,27.964545010000002,13.12,2026-05-15
2022,MD,Maryland,residential,28.06537901,14.46,2026-05-15
2023,MD,Maryland,residential,26.107722000000003,16.6,2026-05-15
2024,MD,Maryland,residential,27.327355999999998,17.86,2026-05-15
2025,MD,Maryland,residential,28.03201372,19.48,2026-05-15
2001,ME,Maine,all sectors,12.151997,10.55,2026-05-15
2002,ME,Maine,all sectors,11.441358000000001,10.35,2026-05-15
2003,ME,Maine,all sectors,11.971836999999999,9.79,2026-05-15
2004,ME,Maine,all sectors,12.367668,9.69,2026-05-15
2005,ME,Maine,all sectors,12.362879000000001,10.57,2026-05-15
2006,ME,Maine,all sectors,12.284768,11.8,2026-05-15
2007,ME,Maine,all sectors,11.860202,14.59,2026-05-15
2008,ME,Maine,all sectors,11.673673,13.8,2026-05-15
2009,ME,Maine,all sectors,11.282967000000001,13.12,2026-05-15
2010,ME,Maine,all sectors,11.531568,12.84,2026-05-15
2011,ME,Maine,all sectors,11.415344999999999,12.58,2026-05-15
2012,ME,Maine,all sectors,11.561058999999998,11.81,2026-05-15
2013,ME,Maine,all sectors,11.855047,11.86,2026-05-15
2014,ME,Maine,all sectors,12.00266101,12.65,2026-05-15
2015,ME,Maine,all sectors,11.888168,12.78,2026-05-15
2016,ME,Maine,all sectors,11.448951,12.8,2026-05-15
2017,ME,Maine,all sectors,11.213674000000001,13.02,2026-05-15
2018,ME,Maine,all sectors,12.354818999999999,13.44,2026-05-15
2019,ME,Maine,all sectors,11.732040000000001,14.04,2026-05-15
2020,ME,Maine,all sectors,11.34674,13.54,2026-05-15
2021,ME,Maine,all sectors,11.584674000000001,13.96,2026-05-15
2022,ME,Maine,all sectors,11.875708000000001,17.44,2026-05-15
2023,ME,Maine,all sectors,11.33602999,20.84,2026-05-15
2024,ME,Maine,all sectors,11.341591000000001,19.66,2026-05-15
2025,ME,Maine,all sectors,11.03729262,22.81,2026-05-15
2001,ME,Maine,residential,3.90294,13.13,2026-05-15
2002,ME,Maine,residential,4.0431,12.74,2026-05-15
2003,ME,Maine,residential,4.218952,12.37,2026-05-15
2004,ME,Maine,residential,4.3311090000000005,12.16,2026-05-15
2005,ME,Maine,residential,4.503454,13.23,2026-05-15
2006,ME,Maine,residential,4.351049,13.8,2026-05-15
2007,ME,Maine,residential,4.413151,16.52,2026-05-15
2008,ME,Maine,residential,4.3513090000000005,16.24,2026-05-15
2009,ME,Maine,residential,4.360002000000001,15.64,2026-05-15
2010,ME,Maine,residential,4.371835,15.72,2026-05-15
2011,ME,Maine,residential,4.381536,15.38,2026-05-15
2012,ME,Maine,residential,4.480736,14.66,2026-05-15
2013,ME,Maine,residential,4.662303,14.35,2026-05-15
2014,ME,Maine,residential,4.660604999999999,15.27,2026-05-15
2015,ME,Maine,residential,4.662301,15.61,2026-05-15
2016,ME,Maine,residential,4.58582499,15.83,2026-05-15
2017,ME,Maine,residential,4.638535,15.97,2026-05-15
2018,ME,Maine,residential,4.872001,16.84,2026-05-15
2019,ME,Maine,residential,4.79380901,17.89,2026-05-15
2020,ME,Maine,residential,4.905263,16.81,2026-05-15
2021,ME,Maine,residential,5.062265999999999,17.02,2026-05-15
2022,ME,Maine,residential,5.09087401,22.44,2026-05-15
2023,ME,Maine,residential,4.918678,27.42,2026-05-15
2024,ME,Maine,residential,4.901492,24.29,2026-05-15
2025,ME,Maine,residential,4.7806612699999995,27.78,2026-05-15
2001,MI,Michigan,all sectors,102.409347,6.97,2026-05-15
2002,MI,Michigan,all sectors,104.71352,7.09,2026-05-15
2003,MI,Michigan,all sectors,108.877193,6.85,2026-05-15
2004,MI,Michigan,all sectors,106.60604,6.94,2026-05-15
2005,MI,Michigan,all sectors,110.44456299999999,7.23,2026-05-15
2006,MI,Michigan,all sectors,108.017697,8.14,2026-05-15
2007,MI,Michigan,all sectors,109.29674899999999,8.53,2026-05-15
2008,MI,Michigan,all sectors,105.78127101,8.93,2026-05-15
2009,MI,Michigan,all sectors,98.121014,9.4,2026-05-15
2010,MI,Michigan,all sectors,103.64921903999999,9.88,2026-05-15
2011,MI,Michigan,all sectors,105.05355800000001,10.4,2026-05-15
2012,MI,Michigan,all sectors,104.81819095,10.98,2026-05-15
2013,MI,Michigan,all sectors,103.03830501,11.21,2026-05-15
2014,MI,Michigan,all sectors,103.31409801,11.03,2026-05-15
2015,MI,Michigan,all sectors,102.47992097000001,10.76,2026-05-15
2016,MI,Michigan,all sectors,104.46781301,11.05,2026-05-15
2017,MI,Michigan,all sectors,101.89909299,11.28,2026-05-15
2018,MI,Michigan,all sectors,104.86949602,11.4,2026-05-15
2019,MI,Michigan,all sectors,101.24929297999999,11.56,2026-05-15
2020,MI,Michigan,all sectors,97.0119058,12.21,2026-05-15
2021,MI,Michigan,all sectors,99.81328097000001,12.93,2026-05-15
2022,MI,Michigan,all sectors,100.63926201999999,13.2,2026-05-15
2023,MI,Michigan,all sectors,97.58869001000001,13.68,2026-05-15
2024,MI,Michigan,all sectors,98.99101399999999,14.16,2026-05-15
2025,MI,Michigan,all sectors,100.11838207999999,14.73,2026-05-15
2001,MI,Michigan,residential,32.304798,8.26,2026-05-15
2002,MI,Michigan,residential,34.336161,8.28,2026-05-15
2003,MI,Michigan,residential,33.669474,8.35,2026-05-15
2004,MI,Michigan,residential,33.103586,8.33,2026-05-15
2005,MI,Michigan,residential,36.094954,8.4,2026-05-15
2006,MI,Michigan,residential,34.622099,9.77,2026-05-15
2007,MI,Michigan,residential,35.366081,10.21,2026-05-15
2008,MI,Michigan,residential,34.297438,10.75,2026-05-15
2009,MI,Michigan,residential,32.854122000000004,11.6,2026-05-15
2010,MI,Michigan,residential,34.680715,12.46,2026-05-15
2011,MI,Michigan,residential,34.811337,13.27,2026-05-15
2012,MI,Michigan,residential,34.46113999000001,14.13,2026-05-15
2013,MI,Michigan,residential,34.013168,14.59,2026-05-15
2014,MI,Michigan,residential,33.514991,14.46,2026-05-15
2015,MI,Michigan,residential,33.35787601,14.42,2026-05-15
2016,MI,Michigan,residential,34.543262000000006,15.22,2026-05-15
2017,MI,Michigan,residential,32.977374000000005,15.4,2026-05-15
2018,MI,Michigan,residential,35.13142201,15.45,2026-05-15
2019,MI,Michigan,residential,33.495725,15.74,2026-05-15
2020,MI,Michigan,residential,35.86291179,16.26,2026-05-15
2021,MI,Michigan,residential,35.868099990000005,17.54,2026-05-15
2022,MI,Michigan,residential,35.03497101,17.86,2026-05-15
2023,MI,Michigan,residential,32.53371699,18.84,2026-05-15
2024,MI,Michigan,residential,33.50493201,19.3,2026-05-15
2025,MI,Michigan,residential,34.54861394,20.01,2026-05-15
2001,MN,Minnesota,all sectors,60.686852,5.97,2026-05-15
2002,MN,Minnesota,all sectors,62.162361,5.8,2026-05-15
2003,MN,Minnesota,all sectors,63.087339,6.01,2026-05-15
2004,MN,Minnesota,all sectors,63.340315000000004,6.24,2026-05-15
2005,MN,Minnesota,all sectors,66.019053,6.61,2026-05-15
2006,MN,Minnesota,all sectors,66.769931,6.98,2026-05-15
2007,MN,Minnesota,all sectors,68.231182,7.44,2026-05-15
2008,MN,Minnesota,all sectors,68.79413798,7.79,2026-05-15
2009,MN,Minnesota,all sectors,64.004463,8.14,2026-05-15
2010,MN,Minnesota,all sectors,67.79970605999999,8.41,2026-05-15
2011,MN,Minnesota,all sectors,68.532708,8.65,2026-05-15
2012,MN,Minnesota,all sectors,67.98853489,8.86,2026-05-15
2013,MN,Minnesota,all sectors,68.64410298,9.41,2026-05-15
2014,MN,Minnesota,all sectors,68.71936702,9.52,2026-05-15
2015,MN,Minnesota,all sectors,66.57923387,9.53,2026-05-15
2016,MN,Minnesota,all sectors,66.54649198000001,9.99,2026-05-15
2017,MN,Minnesota,all sectors,67.15257997,10.27,2026-05-15
2018,MN,Minnesota,all sectors,68.70838198999999,10.37,2026-05-15
2019,MN,Minnesota,all sectors,66.965594,10.33,2026-05-15
2020,MN,Minnesota,all sectors,64.05460602,10.57,2026-05-15
2021,MN,Minnesota,all sectors,66.58916796999999,11.08,2026-05-15
2022,MN,Minnesota,all sectors,66.63543002,12.04,2026-05-15
2023,MN,Minnesota,all sectors,66.21580005,12.21,2026-05-15
2024,MN,Minnesota,all sectors,64.56210798000001,12.35,2026-05-15
2025,MN,Minnesota,all sectors,65.73750133,12.67,2026-05-15
2001,MN,Minnesota,residential,19.399686000000003,7.61,2026-05-15
2002,MN,Minnesota,residential,20.450927,7.49,2026-05-15
2003,MN,Minnesota,residential,20.637751,7.65,2026-05-15
2004,MN,Minnesota,residential,20.507412,7.92,2026-05-15
2005,MN,Minnesota,residential,21.743001,8.28,2026-05-15
2006,MN,Minnesota,residential,21.909406,8.7,2026-05-15
2007,MN,Minnesota,residential,22.645636999999997,9.18,2026-05-15
2008,MN,Minnesota,residential,22.357408,9.74,2026-05-15
2009,MN,Minnesota,residential,22.03395899,10.04,2026-05-15
2010,MN,Minnesota,residential,22.464797009999998,10.59,2026-05-15
2011,MN,Minnesota,residential,22.52372703,10.96,2026-05-15
2012,MN,Minnesota,residential,22.059630990000002,11.35,2026-05-15
2013,MN,Minnesota,residential,22.849542,11.81,2026-05-15
2014,MN,Minnesota,residential,22.791466,12.01,2026-05-15
2015,MN,Minnesota,residential,21.71396995,12.12,2026-05-15
2016,MN,Minnesota,residential,21.803790990000003,12.67,2026-05-15
2017,MN,Minnesota,residential,21.57380001,13.04,2026-05-15
2018,MN,Minnesota,residential,22.83714002,13.14,2026-05-15
2019,MN,Minnesota,residential,22.288151999999997,13.04,2026-05-15
2020,MN,Minnesota,residential,22.935672030000003,13.17,2026-05-15
2021,MN,Minnesota,residential,23.24605498,13.5,2026-05-15
2022,MN,Minnesota,residential,23.418313020000003,14.25,2026-05-15
2023,MN,Minnesota,residential,23.023275010000003,14.73,2026-05-15
2024,MN,Minnesota,residential,22.06275797,15.45,2026-05-15
2025,MN,Minnesota,residential,23.311964510000003,15.82,2026-05-15
2001,MO,Missouri,all sectors,73.21315700000001,6.03,2026-05-15
2002,MO,Missouri,all sectors,75.000629,6.09,2026-05-15
2003,MO,Missouri,all sectors,74.23988800000001,6.02,2026-05-15
2004,MO,Missouri,all sectors,74.05429600000001,6.07,2026-05-15
2005,MO,Missouri,all sectors,80.940494,6.13,2026-05-15
2006,MO,Missouri,all sectors,82.01523,6.3,2026-05-15
2007,MO,Missouri,all sectors,85.53285000000001,6.56,2026-05-15
2008,MO,Missouri,all sectors,84.38167599,6.84,2026-05-15
2009,MO,Missouri,all sectors,79.89730001999999,7.35,2026-05-15
2010,MO,Missouri,all sectors,86.08511697,7.78,2026-05-15
2011,MO,Missouri,all sectors,84.25484101,8.32,2026-05-15
2012,MO,Missouri,all sectors,82.43535898,8.53,2026-05-15
2013,MO,Missouri,all sectors,83.40695701,9.04,2026-05-15
2014,MO,Missouri,all sectors,83.87839692,9.11,2026-05-15
2015,MO,Missouri,all sectors,81.504081,9.44,2026-05-15
2016,MO,Missouri,all sectors,78.61805597,9.74,2026-05-15
2017,MO,Missouri,all sectors,76.46141902000001,10.03,2026-05-15
2018,MO,Missouri,all sectors,82.055835,9.93,2026-05-15
2019,MO,Missouri,all sectors,78.85777499000001,9.68,2026-05-15
2020,MO,Missouri,all sectors,75.72571197,9.64,2026-05-15
2021,MO,Missouri,all sectors,77.76304101,9.85,2026-05-15
2022,MO,Missouri,all sectors,80.30626002,10.26,2026-05-15
2023,MO,Missouri,all sectors,76.97579901,10.87,2026-05-15
2024,MO,Missouri,all sectors,77.776034,11.06,2026-05-15
2025,MO,Missouri,all sectors,80.11437473,11.57,2026-05-15
2001,MO,Missouri,residential,30.168329,7.0,2026-05-15
2002,MO,Missouri,residential,31.684209,7.06,2026-05-15
2003,MO,Missouri,residential,31.421927,6.96,2026-05-15
2004,MO,Missouri,residential,31.350643,6.97,2026-05-15
2005,MO,Missouri,residential,34.411988,7.08,2026-05-15
2006,MO,Missouri,residential,33.880156,7.44,2026-05-15
2007,MO,Missouri,residential,35.872485999999995,7.69,2026-05-15
2008,MO,Missouri,residential,35.38994098,8.0,2026-05-15
2009,MO,Missouri,residential,34.22069401,8.54,2026-05-15
2010,MO,Missouri,residential,37.30227899,9.08,2026-05-15
2011,MO,Missouri,residential,35.94124301,9.75,2026-05-15
2012,MO,Missouri,residential,34.33661498,10.17,2026-05-15
2013,MO,Missouri,residential,35.31820399,10.6,2026-05-15
2014,MO,Missouri,residential,35.79264397,10.64,2026-05-15
2015,MO,Missouri,residential,33.91175999,11.21,2026-05-15
2016,MO,Missouri,residential,34.354932,11.21,2026-05-15
2017,MO,Missouri,residential,33.05107999,11.63,2026-05-15
2018,MO,Missouri,residential,37.463390010000005,11.34,2026-05-15
2019,MO,Missouri,residential,35.69142598,11.14,2026-05-15
2020,MO,Missouri,residential,34.95036999,11.22,2026-05-15
2021,MO,Missouri,residential,35.668409010000005,11.41,2026-05-15
2022,MO,Missouri,residential,37.24497003,11.74,2026-05-15
2023,MO,Missouri,residential,34.964572999999994,12.58,2026-05-15
2024,MO,Missouri,residential,35.22689499,12.91,2026-05-15
2025,MO,Missouri,residential,36.633474719999995,13.49,2026-05-15
2001,MS,Mississippi,all sectors,44.286865,6.26,2026-05-15
2002,MS,Mississippi,all sectors,45.45185,6.24,2026-05-15
2003,MS,Mississippi,all sectors,45.543881,6.46,2026-05-15
2004,MS,Mississippi,all sectors,46.032538,7.0,2026-05-15
2005,MS,Mississippi,all sectors,45.901064,7.54,2026-05-15
2006,MS,Mississippi,all sectors,46.936437,8.33,2026-05-15
2007,MS,Mississippi,all sectors,48.153181,8.03,2026-05-15
2008,MS,Mississippi,all sectors,47.721235009999994,8.99,2026-05-15
2009,MS,Mississippi,all sectors,46.049154,8.85,2026-05-15
2010,MS,Mississippi,all sectors,49.687166,8.59,2026-05-15
2011,MS,Mississippi,all sectors,49.337557000000004,8.78,2026-05-15
2012,MS,Mississippi,all sectors,48.387675,8.6,2026-05-15
2013,MS,Mississippi,all sectors,48.78199,9.11,2026-05-15
2014,MS,Mississippi,all sectors,49.408630980000005,9.6,2026-05-15
2015,MS,Mississippi,all sectors,48.691529020000004,9.53,2026-05-15
2016,MS,Mississippi,all sectors,49.05016399,8.67,2026-05-15
2017,MS,Mississippi,all sectors,47.828787,9.09,2026-05-15
2018,MS,Mississippi,all sectors,50.39006798,9.24,2026-05-15
2019,MS,Mississippi,all sectors,48.951026,9.28,2026-05-15
2020,MS,Mississippi,all sectors,46.48203998,9.13,2026-05-15
2021,MS,Mississippi,all sectors,48.01536399,9.5,2026-05-15
2022,MS,Mississippi,all sectors,48.979533,10.36,2026-05-15
2023,MS,Mississippi,all sectors,48.42176201,10.95,2026-05-15
2024,MS,Mississippi,all sectors,48.684612009999995,10.93,2026-05-15
2025,MS,Mississippi,all sectors,49.610850039999995,11.57,2026-05-15
2001,MS,Mississippi,residential,16.855661,7.37,2026-05-15
2002,MS,Mississippi,residential,17.843742,7.28,2026-05-15
2003,MS,Mississippi,residential,17.669708999999997,7.6,2026-05-15
2004,MS,Mississippi,residential,17.580026,8.21,2026-05-15
2005,MS,Mississippi,residential,17.953344,8.71,2026-05-15
2006,MS,Mississippi,residential,18.276131,9.66,2026-05-15
2007,MS,Mississippi,residential,18.565875,9.36,2026-05-15
2008,MS,Mississippi,residential,18.293688,10.39,2026-05-15
2009,MS,Mississippi,residential,18.09519401,10.22,2026-05-15
2010,MS,Mississippi,residential,20.174826,9.87,2026-05-15
2011,MS,Mississippi,residential,19.33643,10.17,2026-05-15
2012,MS,Mississippi,residential,17.99270799,10.26,2026-05-15
2013,MS,Mississippi,residential,18.462414990000003,10.78,2026-05-15
2014,MS,Mississippi,residential,18.922096989999996,11.32,2026-05-15
2015,MS,Mississippi,residential,18.561100999999997,11.27,2026-05-15
2016,MS,Mississippi,residential,18.458928,10.47,2026-05-15
2017,MS,Mississippi,residential,17.44401601,11.08,2026-05-15
2018,MS,Mississippi,residential,19.31052699,11.12,2026-05-15
