series_id,label,title,units,date,value,retrieved
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2011-12-01,821367.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2012-01-01,830610.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2012-02-01,824368.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2012-03-01,829288.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2012-04-01,841740.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2012-05-01,850928.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2012-06-01,858009.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2012-07-01,858934.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2012-08-01,862726.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2012-09-01,866588.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2012-10-01,875366.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2012-11-01,872052.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2012-12-01,871809.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2013-01-01,862722.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2013-02-01,873583.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2013-03-01,864510.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2013-04-01,879728.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2013-05-01,888752.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2013-06-01,899295.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2013-07-01,917756.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2013-08-01,929061.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2013-09-01,938121.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2013-10-01,951214.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2013-11-01,964122.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2013-12-01,979211.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2014-01-01,986587.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2014-02-01,987538.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2014-03-01,991157.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2014-04-01,1006901.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2014-05-01,1007147.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2014-06-01,1006424.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2014-07-01,1014935.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2014-08-01,1015096.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2014-09-01,1021890.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2014-10-01,1046402.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2014-11-01,1044893.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2014-12-01,1056429.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2015-01-01,1061241.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2015-02-01,1072895.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2015-03-01,1086748.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2015-04-01,1115619.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2015-05-01,1135433.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2015-06-01,1158193.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2015-07-01,1154561.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2015-08-01,1164377.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2015-09-01,1163937.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2015-10-01,1151533.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2015-11-01,1145510.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2015-12-01,1156354.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2016-01-01,1160988.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2016-02-01,1172851.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2016-03-01,1188776.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2016-04-01,1185902.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2016-05-01,1190685.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2016-06-01,1217604.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2016-07-01,1214532.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2016-08-01,1221250.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2016-09-01,1232438.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2016-10-01,1241100.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2016-11-01,1264881.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2016-12-01,1270443.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2017-01-01,1256025.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2017-02-01,1277327.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2017-03-01,1274466.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2017-04-01,1268229.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2017-05-01,1282119.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2017-06-01,1277442.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2017-07-01,1275620.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2017-08-01,1274043.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2017-09-01,1280026.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2017-10-01,1283890.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2017-11-01,1309300.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2017-12-01,1314355.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2018-01-01,1338470.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2018-02-01,1354758.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2018-03-01,1345730.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2018-04-01,1353497.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2018-05-01,1360723.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2018-06-01,1342064.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2018-07-01,1335024.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2018-08-01,1339141.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2018-09-01,1323245.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2018-10-01,1315931.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2018-11-01,1302721.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2018-12-01,1292045.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2019-01-01,1295341.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2019-02-01,1310297.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2019-03-01,1319912.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2019-04-01,1352871.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2019-05-01,1364812.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2019-06-01,1381444.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2019-07-01,1412986.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2019-08-01,1425690.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2019-09-01,1438309.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2019-10-01,1445024.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2019-11-01,1464447.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2019-12-01,1469119.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2020-01-01,1491029.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2020-02-01,1498750.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2020-03-01,1502330.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2020-04-01,1459363.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2020-05-01,1449765.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2020-06-01,1460368.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2020-07-01,1474508.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2020-08-01,1489581.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2020-09-01,1512309.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2020-10-01,1538356.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2020-11-01,1552503.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2020-12-01,1577213.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2021-01-01,1599028.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2021-02-01,1575321.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2021-03-01,1610208.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2021-04-01,1614849.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2021-05-01,1627889.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2021-06-01,1639031.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2021-07-01,1661485.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2021-08-01,1664988.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2021-09-01,1673006.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2021-10-01,1689011.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2021-11-01,1731866.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2021-12-01,1763060.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2022-01-01,1808519.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2022-02-01,1844343.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2022-03-01,1876116.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2022-04-01,1911323.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2022-05-01,1925882.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2022-06-01,1917963.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2022-07-01,1924328.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2022-08-01,1917606.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2022-09-01,1919931.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2022-10-01,1916369.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2022-11-01,1918913.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2022-12-01,1928393.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2023-01-01,1957962.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2023-02-01,1976696.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2023-03-01,1996401.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2023-04-01,2023621.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2023-05-01,2054535.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2023-06-01,2071559.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2023-07-01,2085773.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2023-08-01,2108277.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2023-09-01,2123480.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2023-10-01,2142735.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2023-11-01,2167301.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2023-12-01,2176796.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2024-01-01,2161405.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2024-02-01,2184616.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2024-03-01,2174863.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2024-04-01,2206494.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2024-05-01,2215350.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2024-06-01,2199846.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2024-07-01,2200746.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2024-08-01,2205322.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2024-09-01,2197940.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2024-10-01,2197116.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2024-11-01,2192932.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2024-12-01,2176642.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2025-01-01,2169595.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2025-02-01,2165431.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2025-03-01,2150847.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2025-04-01,2153440.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2025-05-01,2149124.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2025-06-01,2160743.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2025-07-01,2168482.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2025-08-01,2177240.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2025-09-01,2169503.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2025-10-01,2167944.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2025-11-01,2181160.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2025-12-01,2219926.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2026-01-01,2178092.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2026-02-01,2173193.0,2026-05-15
TTLCONS,total_construction_spending,Total Construction Spending: Total Construction in the United States,Mil. of $,2026-03-01,2185455.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1939-01-01,1139.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1939-02-01,1162.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1939-03-01,1225.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1939-04-01,1249.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1939-05-01,1262.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1939-06-01,1264.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1939-07-01,1221.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1939-08-01,1236.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1939-09-01,1203.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1939-10-01,1186.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1939-11-01,1172.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1939-12-01,1142.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1940-01-01,1121.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1940-02-01,1178.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1940-03-01,1214.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1940-04-01,1276.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1940-05-01,1298.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1940-06-01,1290.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1940-07-01,1272.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1940-08-01,1286.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1940-09-01,1379.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1940-10-01,1506.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1940-11-01,1627.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1940-12-01,1777.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1941-01-01,1833.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1941-02-01,1820.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1941-03-01,1739.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1941-04-01,1772.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1941-05-01,1784.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1941-06-01,1791.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1941-07-01,1881.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1941-08-01,1918.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1941-09-01,1939.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1941-10-01,1935.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1941-11-01,1915.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1941-12-01,1903.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1942-01-01,1914.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1942-02-01,1900.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1942-03-01,2042.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1942-04-01,2170.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1942-05-01,2271.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1942-06-01,2380.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1942-07-01,2494.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1942-08-01,2478.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1942-09-01,2433.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1942-10-01,2352.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1942-11-01,2260.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1942-12-01,2136.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1943-01-01,2064.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1943-02-01,2022.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1943-03-01,1954.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1943-04-01,1854.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1943-05-01,1737.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1943-06-01,1639.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1943-07-01,1516.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1943-08-01,1433.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1943-09-01,1357.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1943-10-01,1334.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1943-11-01,1320.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1943-12-01,1316.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1944-01-01,1323.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1944-02-01,1300.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1944-03-01,1237.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1944-04-01,1172.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1944-05-01,1149.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1944-06-01,1123.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1944-07-01,1103.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1944-08-01,1081.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1944-09-01,1036.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1944-10-01,1085.0,2026-05-15
USCONS,construction_employment,"All Employees, Construction",Thous. of Persons,1944-11-01,1095.0,2026-05-15
